license_state,license_status,license_number,licensee_name_business,establishment_address_full
Georgia,Active,34115,ECONO FLASH,527 E COLLEGE AVE DECATUR GA 30030-4136
Georgia,Active,62494,NAYLOR'S PANTRY,8777 GA HIGHWAY 135 NAYLOR GA 31641-2571
Georgia,Active,55223,THE WORMHOLE,2307 BULL ST SAVANNAH GA 31401-8532
Georgia,Active,68258,DUNWOODY EXXON,4401 CHAMBLEE DUNWOODY ROAD CHAMBLEE GA 30341
Georgia,Active,67356,FRONT ROW SEAFOOD SPORTS BAR,6365 PEACHTREE INDUSTRIAL BLVD ATLANTA GA 30360-2543
Georgia,Active,31323,THE HOGGS INN,118 TILDON ST LAKELAND GA 31635
Georgia,Active,32494,PUBLIX SUPER MARKET # 461,2035 MOUNT ZION RD MORROW GA 30260-3313
Georgia,Inactive,32377,PUBLIX SUPER MARKET # 462,7899 TARA BLVD JONESBORO GA 30236-2203
Georgia,Active,32279,PUBLIX SUPER MARKET # 463,4403 TOWNE LAKE PKWY WOODSTOCK GA 30189-8132
Georgia,Active,32358,PUBLIX SUPER MARKET # 464,5015 FLOYD RD SW MABLETON WALK MABLETON GA 30126-1673
Georgia,Inactive,32381,PUBLIX SUPER MARKET # 466,207 RUSSELL PKWY HOUSTON SQUARE WARNER ROBBINS GA 31088-6166
Georgia,Active,32700,PUBLIX SUPER MARKET # 468,6615 ROSWELL RD NE SANDY SPRINGS GA 30328-3103
Georgia,Active,32701,PUBLIX SUPER MARKET # 469,9925 HAYNES BRIDGE RD ALPHARETTA GA 30022-8532
Georgia,Active,32627,PUBLIX SUPER MARKET # 470,370 BULLSBORO DR NEWNAN GA 30263-1069
Georgia,Active,32409,PUBLIX SUPER MARKET # 471,195 TOM HILL SR BLVD MACON GA 31210-1816
Georgia,Active,32697,PUBLIX SUPER MARKET # 474,1639 BRADLEY PARK DR STE 600 COLUMBUS GA 31904-3625
Georgia,Active,32481,PUBLIX SUPER MARKET # 476,2551 E PINETREE BLVD THOMASVILLE GA 31792-4865
Georgia,Active,32672,PUBLIX SUPER MARKET # 480,17 MONROE HWY STE A WINDER GA 30680-2494
Georgia,Inactive,8647,TRITON # 623,2017 MEMORIAL DR WAYCROSS GA 31501-0900
Georgia,Active,64141,CITGO FOOD MART,1592 FOREST HILL RD MACON GA 31210-2334
Georgia,Active,44757,SHELL FOOD MART,101 HOFFMAN DR LAGRANGE GA 30241-3694
Georgia,Active,70117,ACAPULCO SUPER MARKET,3363 BUFORD HWY NE STE 960 ATLANTA GA 30329-3733
Georgia,Active,69680,BELLS FERRY CHEVRON,11429 BELLS FERRY RD CANTON GA 30114-4154
Georgia,Inactive,47040,HAMPTON FOOD MART 1,7 E MAIN ST N HAMPTON GA 30228-5501
Georgia,Active,67620,STOP N SHOP 2,3293 MAIN ST COLLEGE PARK GA 30337-1213
Georgia,Active,40839,HIRAM BOTTLE SHOP,4547 J L SMITH PKWY HIRAM GA 30141-2722
Georgia,Inactive,51359,PHILLIPS 66 FOOD MART,3545 CANTON RD STE 103 MARIETTA GA 30066-7617
Georgia,Active,26980,SHELL FOOD MART,4144 MEMORIAL DR DECATUR GA 30032-1502
Georgia,Active,19378,QUICK SAVE FOOD MART #2,1270 NORMAN BERRY DR EAST POINT GA 30344
Georgia,Inactive,43476,KIPPERS SPORTS GRILL,4025 WATSON BLVD WARNER ROBINS GA 31093-9500
Georgia,Active,63125,SMART MART,1765 BUCHANAN HWY SIDE A CEDARTOWN GA 30125-5380
Georgia,Active,43091,CANYON QUICK STOP,12166 HIGHWAY 136 RISING FAWN GA 30738-4311
Georgia,Inactive,65379,SOLO FOOD MART,2002 US HIGHWAY 41 N CORDELE GA 31015-9696
Georgia,Inactive,51112,ANDY'S QUICK STOP,119 S CENTRAL ST SWAINSBORO GA 30401-3101
Georgia,Active,10783,MAISHAS STORE,2145 CLEVELAND HWY GAINESVILLE GA 30506-1951
Georgia,Inactive,19845,PAIGE'S MINIT MARKET # 1,19144 HIGHWAY 301 N HORTENSE GA 31543-3558
Georgia,Inactive,19955,PAIGE'S MINIT MARKET # 2,CORNER OF HWY 82 & OLD POST RD WAYNESVILLE GA 31566
Georgia,Inactive,35050,PAIGE'S MINIT MARKET # 3,PO BOX 160 HORTENSE GA 31543-0160
Georgia,Inactive,26641,PAIGE'S MINIT MARKET # 5,HWY 82 ATKINSON GA 31543
Georgia,Inactive,26643,PAIGE'S MINIT MARKET # 6,HWY 82 WAYNESVILLE GA 31566
Georgia,Inactive,32732,PUBLIX SUPER MARKET # 482,1910 GEORGIA HIGHWAY 20 SE ROCKDALE SQUARE CONYERS GA 30013-2022
Georgia,Active,32986,PUBLIX SUPER MARKET # 485,3316 HIGHWAY 5 DOUGLASVILLE GA 30135-2308
Georgia,Active,33004,PUBLIX SUPER MARKET # 494,380 N DESHONG RD STONE MOUNTAIN GA 30087-4797
Georgia,Active,33288,PUBLIX SUPER MARKET # 495,911 GA HWY 120 (MERTON WALK) LAWRENCEVILLE GA 30245
Georgia,Active,33232,PUBLIX SUPER MARKET # 496,5100 DALLAS HWY POWDER SPRINGS GA 30127-4491
Georgia,Active,33496,PUBLIX SUPER MARKET # 503,3655 CASCADE RD SW ATLANTA GA 30331-2105
Georgia,Active,33675,PUBLIX SUPER MARKET # 505,1625 PLEASANT HILL RD STE 200 DULUTH GA 30096-5863
Georgia,Active,33289,PUBLIX SUPER MARKET # 508,1905 SCENIC HWY N STE 4000 SNELLVILLE GA 30078-5635
Georgia,Active,33767,PUBLIX SUPER MARKET # 514,8725 ROSWELL RD STE 6 SANDY SPRINGS GA 30350-7527
Georgia,Active,33596,PUBLIX SUPER MARKET # 515,11585 JONES BRIDGE RD STE 500 JOHNS CREEK GA 30022-8173
Georgia,Active,33627,PUBLIX SUPER MARKET # 519,580 ATLANTA RD CUMMING GA 30040-2744
Georgia,Inactive,25790,J & M LIQUOR STORE,6146 COVINGTON HWY LITHONIA GA 30058-8377
Georgia,Inactive,48259,CROWLEY'S GROCERIES,6285 TAILS CREEK RD ELLIJAY GA 30540-2997
Georgia,Active,23139,TEXACO FOOD MART,364 HILL ST SE ATLANTA GA 30312-2129
Georgia,Inactive,45473,SECOND TIME AROUND LOUNGE,642 FLINT AVE ALBANY GA 31701-2414
Georgia,Active,68167,TRACK ONE PACKAGE STORE,2099 MAIN ST EAST POINT GA 30344-1649
Georgia,Inactive,67152,TRACK ONE PACKAGE STORE,2099 MAIN ST EAST POINT GA 30344-1649
Georgia,Active,57208,BROOKS LIL GEN'L,15838 HIGHWAY 197 N CLARKESVILLE GA 30523-0941
Georgia,Active,66598,PRESTO BP FOOD MART,2595 N BROAD ST COMMERCE GA 30529-1632
Georgia,Active,24782,NEXGAS & FOOD LLC,559 JOHNSON FERRY RD MARIETTA GA 30068-4626
Georgia,Active,47837,OZONE LOUNGE,426 CORDELE RD ALBANY GA 31705-2110
Georgia,Active,41660,DOUBLE D FAST FOODS,1409 FELDER ST AMERICUS GA 31709-4610
Georgia,Inactive,53754,WAL-MART STORE #1403,250 FURNITURE DR CORNELIA GA 30531-5388
Georgia,Active,53909,WAL-MART STORE #1701,955 ELBERT ST ELBERTON GA 30635-2641
Georgia,Active,53966,WAL-MART STORE #2584,4375 LAWRENCEVILLE HWY TUCKER GA 30084-3702
Georgia,Inactive,53727,WAL-MART STORE #843,131 N US 19 & SYLVESTER RD CAMILLA GA 31730
Georgia,Inactive,54169,WAL-MART STORE #907,120 N LEE ST FORSYTH GA 31029-2122
Georgia,Active,47484,WAL-MART SUPERCENTER # 780,2050 W SPRING ST MONROE GA 30655-3164
Georgia,Active,37535,WAL-MART SUPERCENTER # 1006,1215 E 16TH AVE CORDELE GA 31015-1543
Georgia,Active,35674,WAL-MART SUPERCENTER # 1011,434 S COLUMBIA AVE RINCON GA 31326-9079
Georgia,Active,44039,WAL-MART SUPERCENTER # 1072,1830 US HIGHWAY 82 W TIFTON GA 31793-8164
Georgia,Active,41396,WAL-MART SUPERCENTER # 1076,1401 GRAY HWY MACON GA 31211-1905
Georgia,Inactive,43817,WAL-MART SUPERCENTER # 1112,855 N CHURCH ST THOMASTON GA 30286-3622
Georgia,Active,49717,WAL-MART SUPERCENTER #5390,210 COBB PKWY S MARIETTA GA 30060-6509
Georgia,Active,48429,WAL-MART SUPERCENTER #5392,980 W PARKER ST BAXLEY GA 31513-0653
Georgia,Active,48431,WAL-MART SUPERCENTER #5422,500 E ALICE ST BAINBRIDGE GA 39819-4998
Georgia,Active,49430,WAL-MART SUPERCENTER #5482,201 WALMART DR EATONTON GA 31024-6761
Georgia,Active,52863,WAL-MART SUPERCENTER #555,2423 US HIGHWAY 80 W DUBLIN GA 31021-0930
Georgia,Active,56006,WAL-MART SUPERCENTER #5735,5010 STEINER WAY GROVETOWN GA 30813-5010
Georgia,Active,57146,WAL-MART SUPERCENTER #5786,1100 OLD PHILADELPHIA RD JASPER GA 30143-4045
Georgia,Active,58362,WAL-MART SUPERCENTER #5797,262 CORDELE RD ALBANY GA 31705-2407
Georgia,Active,47754,WAL-MART SUPERCENTER #605,1955 E MONTGOMERY XRD SAVANNAH GA 31406-5036
Georgia,Active,47624,WAL-MART SUPERCENTER #606,4725 US HIGHWAY 80 E SAVANNAH GA 31410-2921
Georgia,Active,47726,WAL-MART SUPERCENTER #614,803 NEW FRANKLIN RD LAGRANGE GA 30240-1843
Georgia,Active,67557,"LA MEXICANA FOOD MART, LLC",5407 HOUSTON RD MACON GA 31216-5707
Georgia,Inactive,16671,DISCOUNT TOBACCO,516 FEAGIN MILL RD WARNER ROBINS GA 31088-7748
Georgia,Active,61957,SHELL FOOD MART,3550 S BOGAN RD STE 700 BUFORD GA 30519-4592
Georgia,Active,37992,"EFULL GLORY, LLC",789 S MAIN ST CORNELIA GA 30531-3976
Georgia,Inactive,63828,GROCERY CORNER,274 SENOIA RD STE 8-9 FAIRBURN GA 30213-1570
Georgia,Active,40156,AM/PM FUELS #5,2723 MEADOW CHURCH RD DULUTH GA 30097-4033
Georgia,Active,43675,WAL-MART SUPERCENTER # 1112,855 N CHURCH ST THOMASTON GA 30286-3622
Georgia,Active,43255,WAL-MART SUPERCENTER # 1153,6020 HARRISON RD MACON GA 31206-4742
Georgia,Active,35582,WAL-MART SUPERCENTER # 1293,3209 DEANS BRIDGE RD AUGUSTA GA 30906-4201
Georgia,Active,39023,WAL-MART SUPERCENTER # 1314,3795 BUFORD DR BUFORD GA 30519-4906
Georgia,Active,41114,WAL-MART SUPERCENTER # 1367,2720 WATSON BLVD WARNER ROBINS GA 31093-8041
Georgia,Active,5178,WAL-MART SUPERCENTER # 1373,4004 LAWRENCEVILLE HWY NW LILBURN GA 30047-2820
Georgia,Active,44223,WAL-MART SUPERCENTER # 1400,1911 EPPS BRIDGE PKWY ATHENS GA 30606-6130
Georgia,Active,40426,WAL-MART SUPERCENTER # 1488,7001 CONCOURSE PKWY DOUGLASVILLE GA 30134-4549
Georgia,Active,41793,WAL-MART SUPERCENTER # 1578,970 MANSELL RD ROSWELL GA 30076-1506
Georgia,Active,44015,WAL-MART SUPERCENTER #618,4166 JIMMY LEE SMITH PKWY HIRAM GA 30141-2647
Georgia,Active,52037,WAL-MART SUPERCENTER #669,2545 E WALNUT AVE DALTON GA 30721-8799
Georgia,Active,47175,WAL-MART SUPERCENTER #686,120 BENJAMIN H HILL DR W FITZGERALD GA 31750-8607
Georgia,Active,50506,WAL-MART SUPERCENTER #727,1585 ROME HWY CEDARTOWN GA 30125-4402
Georgia,Active,48109,WAL-MART SUPERCENTER #787,7050 HIGHWAY 85 RIVERDALE GA 30274-2946
Georgia,Active,49230,WAL-MART SUPERCENTER #855,4735 JONESBORO RD UNION CITY GA 30291-1915
Georgia,Active,46137,WAL-MART SUPERCENTER #856,404 GA HIGHWAY 27 N BREMEN GA 30110
Georgia,Active,48670,WAL-MART SUPERCENTER #858,361 8TH AVE NE CAIRO GA 39828-1603
Georgia,Active,47950,WAL-MART SUPERCENTER #899,340 NORMAN DR VALDOSTA GA 31601-7713
Georgia,Active,56397,WAL-MART SUPERCENTER #907,180 N LEE ST FORSYTH GA 31029-2122
Georgia,Inactive,29560,SMILEY SHILA'S CORNER SHOP,1714 TURNER MCCALL BLVD SW ROME GA 30161-6078
Georgia,Inactive,67075,COMMUNITY SHOP,3110 MAPLE RD SE LINDALE GA 30147-1307
Georgia,Active,68365,COMMUNITY SHOP,4375 US HWY 27 SUMMERVILLE GA 30747
Georgia,Active,46081,BEVERAGE WORLD,1840 LAFAYETTE RD FORT OGLETHORPE GA 30742-3110
Georgia,Active,21695,THE AMUSEMENT COMPANY,140 FELTON DR ROCKMART GA 30153-2012
Georgia,Active,62873,SAMEER & SAAHIL INC,1991 HIGHWAY 78 NW MONROE GA 30655-5229
Georgia,Active,51479,CHEVRON QUICK MART,6780 DAWSON BLVD STE 102 NORCROSS GA 30093-1007
Georgia,Active,47137,MARKET EXPRESS,1607 BASS RD MACON GA 31210-6501
Georgia,Inactive,61894,FOOD MART #523-SHELL,2678 WINDY HILL RD SE MARIETTA GA 30067-8609
Georgia,Inactive,25404,SHELL 538,4597 JONSEBORO RD UNION CITY GA 30291
Georgia,Active,68552,SHELL FOOD MART 719,4597 JONSEBORO RD UNION CITY GA 30291
Georgia,Inactive,57084,EL CHAPARRAL TIENDA Y CARNICER,3326 BUFORD HWY NE ATLANTA GA 30329-1710
Georgia,Active,2766,QUICK BUYS #125,2456 GA HIGHWAY 300 S CORDELE GA 31015-6316
Georgia,Active,40425,WAL-MART SUPERCENTER # 1586,1133 E WEST CONNECTOR AUSTELL GA 30106-1589
Georgia,Active,35913,WAL-MART SUPERCENTER # 1658,2205 HARRISON RD SE THOMSON GA 30824-7455
Georgia,Active,41806,WAL-MART SUPERCENTER # 1720,1550 SCENIC HWY N SNELLVILLE GA 30078-2130
Georgia,Active,47555,WAL-MART SUPERCENTER # 2154,2635 PLEASANT HILL RD DULUTH GA 30096-1450
Georgia,Active,35900,WAL-MART SUPERCENTER # 2475,1436 DOGWOOD DR SE CONYERS GA 30013-5091
Georgia,Active,36466,WAL-MART SUPERCENTER # 2513,270 WALMART WAY DAHLONEGA GA 30533-0824
Georgia,Active,38768,WAL-MART SUPERCENTER # 2615,3274 INNER PERIMETER RD VALDOSTA GA 31602-1073
Georgia,Active,40700,WAL-MART SUPERCENTER # 2732,600 CARROLLTON VILLA RICA HWY VILLA RICA GA 30180-4969
Georgia,Active,40044,WAL-MART SUPERCENTER # 2733,1009 SAINT PATRICKS DR PERRY GA 31069-2144
Georgia,Active,41115,WAL-MART SUPERCENTER # 2753,1455 HIGHWAY 441 S CLAYTON GA 30525-7607
Georgia,Active,49019,WAL-MART SUPERCENTER #937,2795 CHASTAIN MEADOWS PKWY MARIETTA GA 30066-3361
Georgia,Active,47998,WAL-MART SUPERCENTER 1143,1308 S HARRIS ST SANDERSVILLE GA 31082-6913
Georgia,Active,51641,WAL-MART SUPERSTORE #3401,6149 OLD NATIONAL HWY COLLEGE PARK GA 30349-4366
Georgia,Inactive,37612,EMANUEL DISCOUNT,119 S CENTRAL ST SWAINSBORO GA 30401-3101
Georgia,Active,61949,SHELL FOOD MART,8075 HIGHWAY 85 RIVERDALE GA 30274-4190
Georgia,Active,52639,LALIBELA CAFE,3096 N DECATUR RD STE G SCOTTDALE GA 30079-1135
Georgia,Inactive,40317,DANIELSVILL BEER & WINE,PO BOX 472 DANIELSVILLE GA 30633-0472
Georgia,Active,67840,ECONO MART,1990 LUKKEN INDUSTRIAL DR W STE B LAGRANGE GA 30240-1404
Georgia,Active,66640,DOVES CREATIONS,3711 FAIRWAY DR COLLEGE PARK GA 30337-2427
Georgia,Active,65901,ZAYNN INC,4010 HIGHWAY 411 NE RYDAL GA 30171-1519
Georgia,Inactive,46817,ZAYNN INC,4010 HIGHWAY 411 NE RYDAL GA 30171-1519
Georgia,Active,68200,H & R FOOD MART,980 HOLLYWOOD RD NW ATLANTA GA 30318-4765
Georgia,Active,53170,MARATHON GAS,309 S HIGHWAY 29 HOGANSVILLE GA 30230
Georgia,Active,16816,THE WINERY,2301 GILLIONVILLE RD ALBANY GA 31707-3162
Georgia,Inactive,37835,HOP - IN # 15 TEXACO,2255 DULUTH HIGHWAY 120 DULUTH GA 30097-4064
Georgia,Inactive,62427,HOP - IN # 16 SHELL,2310 RONALD REAGAN BLVD CUMMING GA 30041-6037
Georgia,Inactive,63801,HOP - IN # 16 SHELL,2310 RONALD REAGAN BLVD CUMMING GA 30041-6037
Georgia,Inactive,43662,HOP IN 11,3649 MOUNT VERNON RD GAINESVILLE GA 30506-3081
Georgia,Active,20926,FUEL EXPRESS,2700 PEACH ORCHARD ROAD AUGUSTA GA 30906
Georgia,Active,63941,JAY FOOD MART,1155 SYLVAN RD SW ATLANTA GA 30310-3404
Georgia,Active,40416,WAL-MART SUPERCENTER # 2754,1500 N LIBERTY ST WAYNESBORO GA 30830-3443
Georgia,Active,40723,WAL-MART SUPERCENTER # 2811,4375 LEXINGTON RD ATHENS GA 30605-2525
Georgia,Active,40697,WAL-MART SUPERCENTER # 2860,160 POOLER PKWY POOLER GA 31322-4200
Georgia,Active,47295,WAL-MART SUPERCENTER # 2890,5955 ZEBULON RD MACON GA 31210-2030
Georgia,Active,43885,WAL-MART SUPERCENTER # 2941,5200 WINDWARD PKWY MILTON GA 30004-3842
Georgia,Active,40910,WAL-MART SUPERCENTER # 3,30983 GA HWY 441 S COMMERCE GA 30529
Georgia,Active,42538,WAL-MART SUPERCENTER # 3201,135 WILLOW LN MCDONOUGH GA 30253-6574
Georgia,Active,42486,WAL-MART SUPERCENTER # 3205,1100 THORNTON RD LITHIA SPRINGS GA 30122-2616
Georgia,Inactive,44040,WAL-MART SUPERCENTER # 3205,1100 THORNTON RD LITHIA SPRINGS GA 30122-2616
Georgia,Active,44941,WAL-MART SUPERCENTER # 3461,2717 HIGHWAY 54 PEACHTREE CITY GA 30269-1031
Georgia,Active,69975,WALMART,97 COMMERCE DR BLUE RIDGE GA 30513
Georgia,Active,70191,WALMART,2200 HOLLY SPRINGS PKWY HOLLY SPRINGS GA 30115-9079
Georgia,Active,68989,WALMART,3338 WRIGHTSBORO RD AUGUSTA GA 30909-2811
Georgia,Active,65484,WALMART,3201 TUCKER NORCROSS RD TUCKER GA 30084-2150
Georgia,Active,69890,WALMART,1102 E FRANKLIN SYLVESTER GA 31791
Georgia,Active,69376,WALMART,2909 AUSTELL RD SW STE 100 MARIETTA GA 30008-6853
Georgia,Active,14418,POWERS CROSSROADS,4849 HIGHWAY 34 W NEWNAN GA 30263-4910
Georgia,Active,39472,HOUSTON GROCERY,3472 HOUSTON AVE MACON GA 31206-2404
Georgia,Active,16105,A-1 FOOD & BEVERAGE,203 BURNETT FERRY RD SW ROME GA 30165-3705
Georgia,Active,56565,M & B LIQUORS,61 CANDLER DR BRUNSWICK GA 31523-8254
Georgia,Active,24577,CHU'S LIQUORS,7724 JOHNNY MERCER BLVD # B SAVANNAH GA 31410-2425
Georgia,Active,25131,PYRAMID FOOD MART,3512 BUENA VISTA RD COLUMBUS GA 31906-4313
Georgia,Active,39992,SPEED TRACK,201 W 3RD ST DONALSONVILLE GA 39845-1507
Georgia,Active,67147,SEAN QUICK LLC,2640 DULUTH HIGHWAY 120 DULUTH GA 30096-4020
Georgia,Active,41944,WAL-MART SUPERCENTER # 3462,3245 LAWRENCEVILLE SUWANEE RD SUWANEE GA 30024-2406
Georgia,Active,44016,WAL-MART SUPERCENTER # 3471,3105 NORTH COBB PKWY ACWORTH GA 30101
Georgia,Active,44024,WAL-MART SUPERCENTER # 3570,4469 WASHINGTON RD EVANS GA 30809-3807
Georgia,Active,35450,WAL-MART SUPERCENTER # 494,1025 HIGHWAY 34 E NEWNAN GA 30265-1321
Georgia,Active,32932,WAL-MART SUPERCENTER # 510,400 SHALLOWFORD RD NW GAINESVILLE GA 30504-4152
Georgia,Active,47184,WAL-MART SUPERCENTER # 5151,825 CARTERSVILLE HWY SE ROME GA 30161-8449
Georgia,Active,47062,WAL-MART SUPERCENTER # 5173,815 SHUGART RD DALTON GA 30720-2433
Georgia,Active,44005,WAL-MART SUPERCENTER # 518,1550 RIVERSTONE PWKY CANTON GA 30114-2889
Georgia,Active,43971,WAL-MART SUPERCENTER # 520,440 ATLANTA HWY NW WINDER GA 30680-7826
Georgia,Active,60249,WALMART MARKET #3186,11770 HAYNES BRIDGE RD STE 501 ALPHARETTA GA 30009-1992
Georgia,Active,66835,WALMART #2376,4651 WOODSTOCK RD ROSWELL GA 30075-1698
Georgia,Active,66251,WALMART #3067,4975 JIMMY CARTER BLVD NORCROSS GA 30093-3535
Georgia,Active,62977,WALMART #3068,1167 POWDER SPRINGS ST MARIETTA GA 30064-3958
Georgia,Active,66106,WALMART #3070,5025 WINTERS CHAPEL RD DUNWOODY GA 30360-1700
Georgia,Active,67273,WALMART #3741,1105 RESEARCH CTR ATLANTA GA 30331
Georgia,Active,67504,WALMART #4143,6152 COVINGTON HWY LITHONIA GA 30058-8377
Georgia,Active,70287,WALMART #4185,2395 PEACHTREE PKWY CUMMING GA 30041-7227
Georgia,Active,66757,WALMART #4472,8424 MALL PKWY LITHONIA GA 30038
Georgia,Active,59504,WALMART #4558,4200 SALEM RD COVINGTON GA 30016-4533
Georgia,Inactive,41810,AA FOOD MART,2339 LAWRENCEVILLE HWY STE 101 LAWRENCEVILLE GA 30044-7393
Georgia,Inactive,42938,PATS CAMP STORE,100 PATS CAMP RD VIENNA GA 31092-8715
Georgia,Active,19210,MARATHON STOP AND SHOP,3757 KINGS HWY DOUGLASVILLE GA 30135-3378
Georgia,Active,29512,AZTECA GROCERY,1230 ALPHARETTA ST ROSWELL GA 30075-3702
Georgia,Inactive,51655,MCTEER OIL COMPANY INC,4150 WINDSOR SPRING RD HEPHZIBAH GA 30815-5910
Georgia,Active,3707,BROCKETT TRIANGLE PACKAGE STOR,4524 E PONCE DE LEON AVE STE B CLARKSTON GA 30021-1869
Georgia,Inactive,50633,HIGHTOWER FOOD MART,3540 GA 20 SUITE A CONYERS GA 30012
Georgia,Active,31769,PIC N PAY,2621 DONALD LEE HOLLOWELL PKWY NW ATLANTA GA 30318-8316
Georgia,Active,69716,MANOMAY INC,1389 REDMOND CIR NW ROME GA 30165-1307
Georgia,Active,65180,GLOBAL BEVERAGE SUPERSTORE,2157 W POINT RD LAGRANGE GA 30240-4047
Georgia,Active,43307,QUICK PICK FOOD MART,215 FORSYTH ST SW ATLANTA GA 30303-3741
Georgia,Active,47210,WAL-MART SUPERCENTER # 5252,4221 ATLANTA HWY LOGANVILLE GA 30052-7316
Georgia,Active,43409,WAL-MART SUPERCENTER # 548,630 COLLINS HILL RD LAWRENCEVILLE GA 30046-4461
Georgia,Active,35651,WAL-MART SUPERCENTER # 556,2425 MEMORIAL DR WAYCROSS GA 31503-6337
Georgia,Active,42162,WAL-MART SUPERCENTER # 588,2825 LEDO RD ALBANY GA 31707-1287
Georgia,Active,35548,WAL-MART SUPERCENTER # 593,1450 BOWENS MILL RD SE DOUGLAS GA 31533-1500
Georgia,Active,36025,WAL-MART SUPERCENTER # 594,125 PAVILION PKWY FAYETTEVILLE GA 30214-4098
Georgia,Active,34359,WAL-MART SUPERCENTER # 615,101 MARKET PLACE BLVD CARTERSVILLE GA 30121-2236
Georgia,Active,42525,WAL-MART SUPERCENTER # 635,6000 OGEECHEE RD SAVANNAH GA 31419-9544
Georgia,Active,36079,WAL-MART SUPERCENTER # 639,150 ALTAMA CONNECTOR BRUNSWICK GA 31525-2203
Georgia,Active,66647,WALMART #5813,3851 EVANS TO LOCKS RD MARTINEZ GA 30907-4914
Georgia,Active,60125,WALMART MARKET #3072,2912 MAIN ST W SNELLVILLE GA 30078-3148
Georgia,Active,49782,WALMART MARKET #3074,3059 LAWRENCEVILLE HWY LAWRENCEVILLE GA 30044-6426
Georgia,Active,65505,WALMART MARKET #3116,3372 CANTON RD STE 142 MARIETTA GA 30066
Georgia,Inactive,65568,WALMART MARKET #3188,3372 CANTON RD STE 142 MARIETTA GA 30066
Georgia,Active,65612,WALMART MARKET #3188,5935 MEMORIAL DR STONE MOUNTAIN GA 30083-3429
Georgia,Active,63798,WALMART STORES EAST LP # 3008,835 MARTIN LUTHER KING JR DR NW ATLANTA GA 30314-3644
Georgia,Active,63799,WALMART STORES EAST LP #843,165 US HIGHWAY 19 N CAMILLA GA 31730-1408
Georgia,Active,58366,WALMART SUPERCENTER #1403,250 FURNITURE DR CORNELIA GA 30531
Georgia,Active,50591,FIVE STAR EXPRESS INC,724 LANEY WALKER BOULEVARD EXT AUGUSTA GA 30901-2040
Georgia,Active,56184,TEXACO FOODMART,3263 DONALD LEE HOLLOWELL PKWY NW ATLANTA GA 30331-1122
Georgia,Active,642,RED RABBIT EXPRESS,102 W ROBERT TOOMBS AVE WASHINGTON GA 30673-1664
Georgia,Active,24013,QUIK STOP #1,812 E SCREVEN ST QUITMAN GA 31643-2229
Georgia,Active,19667,NICK'S PACKAGE STORE,3210 TUCKER NORCROSS RD STE A TUCKER GA 30084-2126
Georgia,Active,50398,ZIP TRIP,17097 S HIGHLAND AVE ARLINGTON GA 39813-2427
Georgia,Active,23341,STOP & SHOP MART,2040 EATONTON RD MADISON GA 30650-5000
Georgia,Active,32262,SMART SHOP,657 COLLEGE ST CUTHBERT GA 39840-5556
Georgia,Active,39471,GREG'S QUICK STOP,805 FORT ARGYLE RD SAVANNAH GA 31419-9243
Georgia,Active,21171,GRANT COUNTRY STORE,994 CEDARTOWN HWY ROCKMART GA 30153-1665
Georgia,Inactive,47013,TEXACO FOOD SHOP,5040 HIGHWAY 76 CHATSWORTH GA 30705-7310
Georgia,Inactive,58086,29 ROYAL FOOD STORE,3689 ROYSTON HWY HARTWELL GA 30643-6624
Georgia,Active,63227,CHARLES GROCERY & GAS,9628 WILDCAT BRIDGE RD DANIELSVILLE GA 30633-5447
Georgia,Active,32608,WAL-MART SUPERCENTER # 658,2510 REDMOND CIR NW ROME GA 30165-1913
Georgia,Active,35018,WAL-MART SUPERCENTER # 745,5600 N HENRY BLVD STOCKBRIDGE GA 30281-3246
Georgia,Active,36036,WAL-MART SUPERCENTER # 754,730 NORTHSIDE DR E STATESBORO GA 30458-4766
Georgia,Active,49499,WAL-MART SUPERCENTER # 756,13427 HIGHWAY 27 TRION GA 30753-1549
Georgia,Active,44006,WAL-MART SUPERCENTER # 758,1711 E LAMAR ST STE E AMERICUS GA 31709-5553
Georgia,Active,42262,WAL-MART SUPERCENTER # 836,6586 GA HIGHWAY 40 E SAINT MARYS GA 31558-4039
Georgia,Active,41530,WAL-MART SUPERCENTER # 862,751 W OGLETHORPE HWY HINESVILLE GA 31313-4416
Georgia,Active,41794,WAL-MART SUPERCENTER # 864,3109 E 1ST ST VIDALIA GA 30474-8830
Georgia,Active,69535,DISCOUNT TOBACCO,508 WATSON BLVD WARNER ROBINS GA 31093-3462
Georgia,Active,17354,SANDY POINT GROCERY,3737 SANDY POINT RD LIZELLA GA 31052-7047
Georgia,Active,33182,SHREE NAARAAYAN ENTERPRISES INC,1402 STILES AVE SAVANNAH GA 31415-7868
Georgia,Active,67027,SCOPE SS FOOD INC,2314 HIGHWAY 42 N JENKINSBURG GA 30234-2466
Georgia,Active,54872,QUICK STOP,310 GA HIGHWAY 49 N BYRON GA 31008-4009
Georgia,Active,68128,QUICK STOP,4331 PIO NONO AVE MACON GA 31206-2728
Georgia,Active,68745,MART 24/7,2580 MONROE DR GAINESVILLE GA 30507-7347
Georgia,Active,46733,BUDDHA ATHENS,431 E BROAD ST ATHENS GA 30601-2820
Georgia,Active,21812,PIEDMONT AT LINDBERGH EXXON,635 LINDBERGH DR NE ATLANTA GA 30324-3409
