license_state,license_status,license_number,licensee_name_business,establishment_address_full
Georgia,Inactive,43778,CAFARO CELLARS,1550 ALLYN AVE SAINT HELENA CA 94574-1817
Georgia,Inactive,50538,CAFE 101,5412 BUFORD HWY NE STE A ATLANTA GA 30340-1128
Georgia,Active,69949,CAFE 101,11950 JONES BRIDGE RD STE 112 JOHNS CREEK GA 30005-8911
Georgia,Inactive,12258,CAFE 1738,3553 MARTIN LUTHER KING JR DR SW ATLANTA GA 30331-4006
Georgia,Inactive,54594,CAFE 212,212 S MARBLE ST ROCKMART GA 30153-2620
Georgia,Inactive,39451,CAFE 267 INC,4450 HUGH HOWELL RD STE 10 TUCKER GA 30084-4917
Georgia,Active,13122,CAFE 290,290 HILDERBRAND DR NE ATLANTA GA 30328-3906
Georgia,Active,69051,CAFE 36,36 MLK JR BLVD SAVANNAH GA 31401-2436
Georgia,Inactive,54434,CAFE 37,205 E 37TH ST SAVANNAH GA 31401-8613
Georgia,Active,19618,CAFE 640,640 N HIGHLAND AVE NE ATLANTA GA 30306-4533
Georgia,Inactive,51189,CAFE 803,803 POWDER SPRINGS ST STE 2 MARIETTA GA 30064-3649
Georgia,Inactive,57256,CAFE @ 201,201 NW MAIN ST VIDALIA GA 30474-3105
Georgia,Active,70036,CAFE @ 201,201 NW MAIN ST VIDALIA GA 30474-3105
Georgia,Inactive,39176,CAFE AGORA,262 E PACES FERRY RD NE ATLANTA GA 30305-2210
Georgia,Active,68849,CAFE AGORA,318 E PACES FERRY RD NE ATLANTA GA 30305-2308
Georgia,Active,64382,CAFE AGORA,92 PEACHTREE PL SW ATLANTA GA 30303-3151
Georgia,Active,50627,CAFE AHN,2442 PLEASANT HILL RD STE 1B DULUTH GA 30096-1710
Georgia,Active,32434,CAFE ALSACE,121 E PONCE DE LEON AVE DECATUR GA 30030-2511
Georgia,Inactive,52898,CAFE AMAZONIA,1355 ROSWELL RD STE 152 MARIETTA GA 30062-9058
Georgia,Inactive,50855,CAFE ANH TUYET,2808 SKIDAWAY RD SAVANNAH GA 31404-4412
Georgia,Active,63538,TEXACO FOOD MART,3425 MEDLOCK BRIDGE RD STE 400 NORCROSS GA 30092
Georgia,Inactive,65167,CAFE BIEN,4771 BRITT RD NORCROSS GA 30093
Georgia,Active,68185,CAFE BIEN LLC,4771 BRITT ROAD STE B-1 NORCROSS GA 30093
Georgia,Inactive,53623,CAFE BOGOS,3305 PEACHTREE INDUSTRIAL BLVD STE 600 DULUTH GA 30096-2693
Georgia,Inactive,59868,BP NATIONAL HILL,2723 WASHINGTON RD AUGUSTA GA 30904
Georgia,Active,66918,CAFE CARIBE LLC,3455 PEACHTREE PARKWAY STE 213 SUWANEE GA 30040-9534
Georgia,Inactive,27837,CAFE CUBA,1354 PRINCE AVE ATHENS GA 30606-2734
Georgia,Inactive,59027,CAFE CUISINE & VIP VENUE,1616 NORMAN DR STE C&D VALDOSTA GA 31601-7722
Georgia,Active,44731,CAFE DOMINICAN RESTAURANT,4650 JIMMY CARTER BLVD STE 119 NORCROSS GA 30093-3700
Georgia,Active,60091,CAFE EFENDI MEDITERRANEAN CUIS,488 N MAIN ST STE 112 ALPHARETTA GA 30009-8384
Georgia,Inactive,55745,CAFE EMANON,2761 MONTPELIER AVE MACON GA 31204-5263
Georgia,Inactive,42134,CAFE FASIKA RESTAURANT,447 N INDIAN CREEK DR STE G CLARKSTON GA 30021-2387
Georgia,Inactive,55489,CAFE FREDERICA,111 SYLVAN DR SAINT SIMONS IS GA 31522-1529
Georgia,Inactive,60171,CAFE GIOVANNI INC,13341 JONES ST LAVONIA GA 30553-1164
Georgia,Active,69981,CAFE GRANDE LLC,1199 BELLS FERRY RD MARIETTA GA 30066-6031
Georgia,Active,34332,CAFE HOT WING,1951 VETERANS MEMORIAL HWY AUSTELL GA 30168-3611
Georgia,Active,25575,CAFE HOT WING,7300 HIGHWAY 85 RIVERDALE GA 30274-3427
Georgia,Active,33718,CAFE HOT WING,6595 TARA BLVD JONESBORO GA 30236-1234
Georgia,Active,27438,CAFE HOT WING # 8,1153 ROSWELL RD MARIETTA GA 30062-3600
Georgia,Active,20562,CAFE HOT WING #10,895 INDIAN TRAIL RD #7-9 LILBURN GA 30047-6871
Georgia,Active,28378,CAFE HOT WING II,3543 CHAMBLEE TUCKER RD CHAMBLEE GA 30341-4409
Georgia,Inactive,20653,CAFE INTERMEZZO,1845 PEACHTREE RD NE ATLANTA GA 30309-1524
Georgia,Active,63242,CAFE INTERMEZZO,1065 PEACHTREE ST NE ATLANTA GA 30309-3911
Georgia,Active,2243,MIDTOWN FOOD MART,225 10TH ST NE ATLANTA GA 30309-3706
Georgia,Active,15738,CAFE INTERNATIONAL,8456 MAIN ST HELEN GA 30545
Georgia,Active,48995,ANDY'S LIQUOR STORE,502 SPAULDING RD STE A MONTEZUMA GA 31063-1845
Georgia,Active,48891,J.C. MART III,6141 LAKE OCONEE PKWY GREENSBORO GA 30642-3823
Georgia,Active,40070,JC MART #4,1660 MADISON RD MADISON GA 30650-5810
Georgia,Inactive,57686,CAFE ISTANBUL 2,4200 WADE GREEN RD NW STE 19 KENNESAW GA 30144-1237
Georgia,Inactive,46230,CAFE ITALINO,919 N CHURCH ST THOMASTON GA 30286-3623
Georgia,Active,33447,CAFE J,6050 SINGLETON RD STE 110 NORCROSS GA 30093-1921
Georgia,Inactive,47963,CAFE J,6050 SINGLETON RD STE 100 NORCROSS GA 30093-1923
Georgia,Active,49439,FAST PHILS,3351 MACON HWY WATKINSVILLE GA 30677-3585
Georgia,Inactive,21520,CAFE J II,4853 MEMORIAL DR STONE MOUNTAIN GA 30083-4175
Georgia,Active,53792,CAFE JAS,226 RALPH D ABERNATHY BLVD SW ATLANTA GA 30312
Georgia,Inactive,36092,CAFE LA PIAZZA,705 BRUCKEN STRASSE UNIT 103 &104 HELEN GA 30545
Georgia,Inactive,52476,CAFE LA PIAZZA,705 BRUCKEN STRASSE UNIT 103 &104 HELEN GA 30545
Georgia,Active,69470,"CAFE LAPIN, LLC",2341 PEACHTREE RD STE C ATLANTA GA 30305
Georgia,Active,56386,CAFE LE RUE,2523 AIRPORT THRUWAY STE D COLUMBUS GA 31904-9051
Georgia,Active,39982,CAFE LILY,308 W PONCE DE LEON AVE STE B DECATUR GA 30030-2435
Georgia,Inactive,51090,CAFE LISETTE INC,3489 CHAMBLEE TUCKER RD STE D ATLANTA GA 30341-4421
Georgia,Inactive,52887,CAFE MAREBELLA RISTORANTE INC,420 W JACKSON ST STE 1 THOMASVILLE GA 31792-5996
Georgia,Inactive,48651,CAFE MEX,3373 BUFORD HWY NE ATLANTA GA 30329-1709
Georgia,Inactive,45602,CAFE MICHEL II,2860 ATLANTA RD SE STE D SMYRNA GA 30080-3663
Georgia,Active,50950,CAFE MILANO,875 FLAT SHOALS RD SE STE 200 CONYERS GA 30094-5905
Georgia,Inactive,23834,CAFE MILANO,863 FLAT SHOALS RD STE 100 CONYERS GA 30094-6633
Georgia,Active,66390,CAFE MONGOLIAN BBQ CHINA DOLL LOUNGE,2535 N ASHLEY ST VALDOSTA GA 31602-1821
Georgia,Inactive,66330,CAFE NETWORK,803 POWDER SPRING STREET. UNIT SUITE 2 MARIETTA GA 30064
Georgia,Active,3172,CAFE OMNI,100 CNN CENTER PLZ ATLANTA GA 30335-4205
Georgia,Inactive,56874,CAFE PHOENICIA HOOKAH BAR LLC,2771 HIGHWAY 54 PEACHTREE CITY GA 30269-1063
Georgia,Active,47630,CAFE PORTOFINO,3295 DOGWOOD LN HIAWASSEE GA 30546-1507
Georgia,Active,63052,CAFE POSH,4920 ROSWELL RD ATLANTA GA 30342-2686
Georgia,Active,60052,CAFE Q,10475 MEDLOCK BRIDGE RD STE 116 JOHNS CREEK GA 30097-4434
Georgia,Inactive,36589,CAFE ROMA INC,3020 CANTON RD MARIETTA GA 30066-4915
Georgia,Inactive,53322,CAFE SABOR,152 WALTON ST NW ATLANTA GA 30303-2002
Georgia,Active,34149,CAFE SOL,118 S MORNINGSIDE DR CARTERSVILLE GA 30121-3636
Georgia,Active,23647,CAFE SUNFLOWER BUCKHEAD,2140 PEACHTREE RD NW STE 105 ATLANTA GA 30309-1345
Georgia,Active,65235,"CAFE VENA AT VININGS, LLC",3284 COBB PKWY SE ATLANTA GA 30339-3896
Georgia,Inactive,60103,"CAFE VENA AT VININGS, LLC",3284 COBB PKWY SE ATLANTA GA 30339-3896
Georgia,Inactive,50289,CAFE VOLCANO,5758 BUFORD HWY NE DORAVILLE GA 30340-1207
Georgia,Active,29849,CAFE WING MAX,4215 JIMMY LEE SMITH PKWY STE 18 HIRAM GA 30141-2640
Georgia,Inactive,49117,CAFE WING MAX,2590 PEACHTREE INDUSTRIAL BLVD STE H DULUTH GA 30097-3405
Georgia,Inactive,42808,CAFE WING MAX,4215 JIMMY LEE SMITH PKWY STE 18 HIRAM GA 30141-2640
Georgia,Inactive,53187,CAFE' DA VINCI & RESTAURANT,2000 POWERS FERRY RD SE STE 1-2 MARIETTA GA 30067-9479
Georgia,Inactive,44111,CAFE' DE PARIS,1100 JOHNSON FERRY RD STE 345 MARIETTA GA 30068-2700
Georgia,Active,68804,CAFE' SABABA,4639 N SHALLOWFORD RD STE D DUNWOODY GA 30338-6300
Georgia,Inactive,57369,CAFE' SABABA,4639 N SHALLOWFORD RD STE D DUNWOODY GA 30338-6300
Georgia,Active,51205,CAFE' WING MAX,2590 PEACHTREE INDUSTRIAL BLVD STE H DULUTH GA 30097-3405
Georgia,Inactive,38038,CAFE'COCOS,3540 CLUB DR LAWRENCEVILLE GA 30044-3023
Georgia,Inactive,57199,CAFFE FORTUNATO,255 VILLAGE PKWY NE STE 330 MARIETTA GA 30067-4165
Georgia,Inactive,46156,CAFFE MIDTOWN,1052 PEACHTREE ST NE ATLANTA GA 30309-3963
Georgia,Inactive,50752,CAFFE STELLA,1064 OLD PEACHTREE RD NW LAWRENCEVILLE GA 30043-3308
Georgia,Active,21167,CAFFE' AMICI,2301 AIRPORT THRUWAY STE E2 COLUMBUS GA 31904-3528
Georgia,Active,21659,CAGNEY'S PARTY SHOP,5751 MILGEN RD STE 141 COLUMBUS GA 31907-2442
Georgia,Inactive,21661,CAGNEY'S PARTY SHOPPE,5751 MILGEN RD STE 141 COLUMBUS GA 31907-2442
Georgia,Active,61007,CAIN VINEYARD & WINERY,3800 LANGTRY RD SAINT HELENA CA 94574-9772
Georgia,Active,22295,CAIN VINEYARD & WINERY,3800 LANGTRY RD SAINT HELENA CA 94574-9772
Georgia,Inactive,55345,CAINES HILL PARTNERS LLC,30 IRBY AVE NW 35 IRBY AV ATLANTA GA 30305-1808
Georgia,Active,68699,CAINS HILL,3201 CAINS HILL PL NW ATLANTA GA 30305-1809
Georgia,Inactive,67357,CAINS HILL,3201 CAINS HILL PL NW ATLANTA GA 30305-1809
Georgia,Inactive,67175,CAINS HILL,3201 CAINS HILL PL NW ATLANTA GA 30305-1809
Georgia,Active,68700,CAINS HILL,3201 CAINS HILL PL NW ATLANTA GA 30305-1809
Georgia,Active,68005,CAIRDEAN VINEYARDS,5055 SOLANO AVE NAPA CA 94558-1326
Georgia,Active,62480,CAIRO COUNTRY CLUB,1701 HWY. 84 W. CAIRO GA 39827
Georgia,Inactive,10090,CAIRO COUNTRY CLUB,1701 US HIGHWAY 84 W CAIRO GA 39827-4234
Georgia,Inactive,55943,CAIRO FOOD MART,1010 US HIGHWAY 84 W CAIRO GA 39828-1986
Georgia,Inactive,58639,CAJON WHOLESALE COMPANY,1881 BEAVER CREEK LN HEPHZIBAH GA 30815-5906
Georgia,Inactive,34197,CAJUN & MORE,325 S LIBERTY ST WAYNESBORO GA 30830-4555
Georgia,Inactive,58165,CAJUN CRABHOUSE OF ATLANTA LLC,3220 BUTNER RD SW STE 110 ATLANTA GA 30331-8201
Georgia,Inactive,62146,CAJUN CRABHOUSE OF ATLANTA LLC,3025 MERCK RD COLLEGE PARK GA 30349
Georgia,Active,42809,CAJUN DEPOT INC,67 DEPOT ST STE 101 ELLIJAY GA 30540-3776
Georgia,Inactive,55194,CAJUN GOURMET DELI & CATERING,722 SHADRACK ST WAYNESBORO GA 30830-1435
Georgia,Inactive,58993,CAJUN'S COOKIN PO'BOYS & CATERING,210 W MEMORIAL DR DALLAS GA 30132-4129
Georgia,Inactive,59556,CAJUNS COOKIN PO-BOYS & CATERING LLC,45 ENTERPRISE PATH STE 106 HIRAM GA 30141-2692
Georgia,Active,61245,CAKEBREAD CELLARS,PO BOX 216 RUTHERFORD CA 94573-0216
Georgia,Active,58159,CAKES AND ALE RESTAURANT,151 153 155 SYCAMORE ST DECATUR GA 30030-3269
Georgia,Inactive,51458,CAL'S,105 S MARCUS ST WRIGHTSVILLE GA 31096-1512
Georgia,Active,49594,CALABAR & GRILL,4144 REDAN RD STE 102 STONE MOUNTAIN GA 30083-5069
Georgia,Active,61334,CALCAREOUS VINEYARD LLC,3430 PEACHY CANYON RD PASO ROBLES CA 93446-7685
Georgia,Inactive,21444,CALCUTTA RESTAURANT,1138 EUCLID AVE NE ATLANTA GA 30307-1939
Georgia,Active,40021,CALEDONIA LOUNGE,256 W CLAYTON ST ATHENS GA 30601-2712
Georgia,Active,22454,ATLANTA STREET CHEVRON,689 ATLANTA ST ROSWELL GA 30075-4451
Georgia,Active,15435,SHELL FOOD MART,4118 LAVISTA RD TUCKER GA 30084-5307
Georgia,Inactive,37176,CALERA WINE CO,11300 CIENEGA RD HOLLISTER CA 95023-9159
Georgia,Active,61020,CALERA WINE CO,11300 CIENEGA RD HOLLISTER CA 95023-9159
Georgia,Active,66288,CALHOUN DRUG COMPANY LLC,450 RED BUD RD NE CALHOUN GA 30701-1959
Georgia,Active,3866,THE BLUE FLAME LOUNGE,1097 HARWELL RD NW ATLANTA GA 30318-4415
Georgia,Inactive,66665,CALHOUN GORDON ARTS COUNCIL INC,212 S WALL ST CALHOUN GA 30701-2246
Georgia,Inactive,69542,CALHOUN GORDON ARTS COUNCIL INC,212 S WALL ST CALHOUN GA 30701-2246
Georgia,Inactive,56345,CALHOUN GORDON ARTS COUNCIL INC,212 SOUTH WALL ST CALHOUN GA 30701-2499
Georgia,Active,63076,CALHOUN MOOSE LODGE,329 PRATER LAKE RD NE CALHOUN GA 30701-4707
Georgia,Inactive,25112,CALHOUN ROAD QUICK STOP,1120 CALHOUN AVE NE ROME GA 30161-5717
Georgia,Inactive,23460,CALHOUN'S GROCERY,722 S GORDON ST ASHBURN GA 31714-5511
Georgia,Inactive,56800,CALI 351 TERRANO NAPA VALLEY,965B SILVERADO TRL CALISTOGA CA 94515-1128
Georgia,Inactive,59568,CALI'S GRILLE,4460 WASHINGTON RD STE 20 EVANS GA 30809-3963
Georgia,Active,66924,CALI-N-TITO'S #2,1245 CEDAR SHOALS DR ATHENS GA 30605-3509
Georgia,Inactive,65558,CALIBER,7275 HAWKINSVILLE RD MACON GA 31216-6907
Georgia,Inactive,52978,CALIBOGUE CAFE & DELI LLC,7906 US HIGHWAY 80 E STE 5B SAVANNAH GA 31410-2985
Georgia,Inactive,38454,CALICO COUNTRY STORE,1056 N HOLCOMB DR MARTIN GA 30557-4944
Georgia,Active,63488,CALIENTE,6052 GA HIGHWAY 85 ELLERSLIE GA 31807-5420
Georgia,Inactive,51139,CALIENTE,3305 VICTORY DR STE D COLUMBUS GA 31903-5765
Georgia,Inactive,53122,CALIENTE,3709 GENTIAN BLVD STE 12-13 COLUMBUS GA 31907-1162
Georgia,Inactive,47607,CALIENTE',19 JOHN DAVENPORT DR NW ROME GA 30165-2535
Georgia,Inactive,52794,CALIFORNIA CELLARS LLC,15511 ISLETON RD ISLETON CA 95641-9701
Georgia,Inactive,38781,CALIFORNIA CIDAR COMPANY,3100 GRAVENSTEIN HWY S SEBASTOPOL CA 95472-5268
Georgia,Active,56314,CALIFORNIA CIDER COMPANY,2064 GRAVENSTEIN HWY N BLDG 4 SEBASTOPOL CA 95472-2612
Georgia,Active,30422,CALIFORNIA DREAMING,3241 WASHINGTON RD AUGUSTA GA 30907-4122
Georgia,Active,48274,CALIFORNIA DREAMING,1630 CROSS POINTE WAY DULUTH GA 30097-4070
Georgia,Active,52717,CALIFORNIA DREAMING,745 CHASTAIN RD NW BLDG 7000 KENNESAW GA 30144-3211
Georgia,Active,28964,CALIFORNIA FISH MARKET LLC,6534 TARA BLVD JONESBORO GA 30236-1228
Georgia,Inactive,29401,CALIFORNIA MART,2080 CHESHIRE BRIDGE RD NE ATLANTA GA 30324-4242
Georgia,Inactive,69726,CALIFORNIA MART,2080 CHESHIRE BRIDGE RD NE ATLANTA GA 30324-4242
Georgia,Inactive,57070,CALIFORNIA NATURAL PRODUCTS INC,1250 LATHROP RD LATHROP CA 95330-9709
Georgia,Inactive,11307,CALIFORNIA NIGHT CLUB,2080 COBB PKWY SE SMYRNA GA 30080-2700
Georgia,Inactive,49966,CALIFORNIA NIGHT CLUB INC.,2080 COBB PKWY SE SMYRNA GA 30080-2700
Georgia,Active,31852,CALIFORNIA PIZZA KITCHEN,4600 ASHFORD DUNWOODY RD NE DUNWOODY GA 30346-1512
Georgia,Active,54708,CALIFORNIA PIZZA KITCHEN,5173 PEACHTREE PKWY NORCROSS GA 30092-2505
Georgia,Active,53249,CALIFORNIA PIZZA KITCHEN,4250 ROSWELL RD STE 620 MARIETTA GA 30062-8110
Georgia,Active,32900,CALIFORNIA PIZZA KITCHEN,6301 NORTHPOINT PARKWAY NORTH POINT MALL ALPHARETTA GA 30202
Georgia,Active,49707,CALIFORNIA PIZZA KITCHEN,265 18TH ST NW STE 2150 ATLANTA GA 30363-1125
Georgia,Active,22957,CALIFORNIA PIZZA KITCHEN,3393 PEACHTREE RD NE ATLANTA GA 30326-1162
Georgia,Active,47763,CALIFORNIA TEQUILA LLC,20434 S SANTA FE AVE LONG BEACH CA 90810-1121
Georgia,Inactive,50610,CALIFORNIA WINE & SPIRIT CO,1304 CAROB WAY MONTEBELLO CA 90640
Georgia,Inactive,49433,CALIFORNIA WINE CREATIONS,9119 GRATON RD STE F GRATON CA 95444
Georgia,Inactive,61542,"CALIFORNIA WINE CREATIONS, INC.",9119 GRATON RD STE F GRATON CA 95444-9364
Georgia,Inactive,61603,"CALIFORNIA WINERY PROPERTIES, LLC",2064 GRAVENSTEIN HWY N SEBASTOPOL CA 95472-2612
Georgia,Active,68184,CALISTOGA ORTHODOX WINES,1421 CEDAR ST CALISTOGA CA 94515-1609
Georgia,Inactive,67860,CALLANWOLDE FOUNDATION INC THE,980 BRIARCLIFF RD NE ATLANTA GA 30306-2618
Georgia,Inactive,67340,CALLANWOLDE FOUNDATION INC THE,980 BRIARCLIFF RD NE ATLANTA GA 30306-2618
Georgia,Inactive,62965,CALLANWOLDE FOUNDATION INC THE,980 BRIARCLIFF RD NE ATLANTA GA 30306-2618
Georgia,Active,56870,CALLAWAY GARDENS BEACH,7594 ROBIN LAKE CIR PINE MOUNTAIN GA 31822
Georgia,Active,18398,CALLAWAY GARDENS COUNTRY STORE,16275 HIGHWAY 27 PINE MOUNTAIN GA 31822
Georgia,Active,18767,CALLAWAY GARDENS INN,17800 US HIGHWAY 27 PINE MOUNTAIN GA 31822
Georgia,Active,26739,CALLAWAY GARDENS INN IN ROOM S,17800 US HWY 27 PINE MOUNTAIN GA 31822
Georgia,Inactive,5809,CALLAWAY GARDENS PACKAGE STORE,US HWY 27 ATTN: WALT HAWRYLAK HAMILTON GA 31811
Georgia,Inactive,61398,CALLAWAY TEMECULA LP,32720 RANCHO CALIFORNIA RD TEMECULA CA 92591-4925
Georgia,Active,69969,CALLE LATINA,406 CHURCH ST DECATUR GA 30030-3333
Georgia,Active,1756,CALLIER SPRINGS COUNTRY CLUB I,2653 CALLIER SPRINGS RD SE ROME GA 30161-6607
Georgia,Inactive,54499,CALMING WATERS SPA LLC,102 MARSH HARBOUR PKWY STE 106 KINGSLAND GA 31548-6755
Georgia,Active,9466,CALVERTS,475 HIGHLAND AVE AUGUSTA GA 30909-3742
Georgia,Inactive,56353,CALVIN SHACK CLUB,2640 HIGHWAY 80 N WARRENTON GA 30828-2474
Georgia,Inactive,7028,CALVIN'S SHACK CLUB,RT 2 HWY 80 WARRENTON GA 30828-9802
Georgia,Inactive,53284,CAMACHO'S BRICK OVEN PIZZA,120 ALABAMA ST CARROLLTON GA 30117-3202
Georgia,Inactive,36365,CAMAK GROCERY & DELI,3390 HWY 80 NORTH CAMAK GA 30807
Georgia,Active,68405,CAMASINIS CORPORATION,9425 HIGHWAY 92 STE 100 WOODSTOCK GA 30188-6435
Georgia,Inactive,54569,CAMBRIA SUITES ATLANTA AIRPORT,4475 BEST RD COLLEGE PARK GA 30337-5105
Georgia,Inactive,54567,CAMBRIA SUITES ATLANTA AIRPORT,4475 BEST RD COLLEGE PARK GA 30337-5105
Georgia,Inactive,53289,CAMBRIA SUITES SAVANNAH,50 Y JOHNSON HAGINS DRIVE SAVANNAH GA 31408
Georgia,Active,67549,CAMBRIA SUITES-SAVANNAH AIRPOR,50 YVETTE JOHNSON HAGINS DR SAVANNAH GA 31408-8066
Georgia,Active,51222,CAMDEN COUNTY ELKS 2820,580 E KING AVE KINGSLAND GA 31548-6393
Georgia,Active,35198,CAMELI'S GOURMET PIZZA JOINT,699 PONCE DE LEON AVE NE STE 12 ATLANTA GA 30308-1859
Georgia,Active,60222,CAMELI'S PIZZA,337 MORELAND AVE NE ATLANTA GA 30307
Georgia,Active,60221,CAMELI'S PIZZA,337 MORELAND AVE NE ATLANTA GA 30307
Georgia,Inactive,43972,CAMELLIA CELLARS,1048 ALEXANDER VALLEY RD HEALDSBURG CA 95448-9097
Georgia,Inactive,57883,CAMELLIA ROOM & COURTYARD,313 E SCREVEN ST QUITMAN GA 31643-2131
Georgia,Inactive,25254,CAMERON HALL,1035 GREEN ST SE CONYERS GA 30012-5466
Georgia,Active,52915,CAMERON HUGHES WINE,251 RHODE ISLAND ST STE 203 SAN FRANCISCO CA 94103-5168
Georgia,Inactive,54923,CAMERONS KITCHEN LLC,805 LANIER AVE W STE H FAYETTEVILLE GA 30214-1558
Georgia,Inactive,20220,CAMERRON,5510 CHAMBLEE DUNWOODY RD DUNWOODY GA 30338-4108
Georgia,Active,65129,CAMINO REAL MEXICAN RESTAURNT,305 N BROAD ST WINDER GA 30680-2156
Georgia,Active,44225,STOP & SHOP,500 E MCPHERSON AVE NASHVILLE GA 31639-2255
Georgia,Inactive,55952,CAMP HORIZON INC,659 PEACHTREE ST ATLANTA GA 30308-1928
Georgia,Inactive,56862,CAMP SUNSHINE INC,1008 BRADY AVE NW ATLANTA GA 30318-5528
Georgia,Inactive,69447,CAMP TWIN LAKES INC,2 GALLERIA PKWY SE ATLANTA GA 30339-5938
Georgia,Inactive,66352,CAMP TWIN LAKES INC,195 OTTLEY DR NE ATLANTA GA 30324-3924
Georgia,Inactive,64376,CAMP TWIN LAKES INC,2 GALLERIA PKWY SE ATLANTA GA 30339-5938
Georgia,Inactive,66965,CAMP TWIN LAKES INC,1391 KEENCHEEFOONEE RD RUTLEDGE GA 30663-2818
Georgia,Inactive,48584,CAMP TWIN LAKES INC,65 MARTIN LUTHER KING JR DR SE GA FREIGHT DEPOT ATLANTA GA 30312-2009
Georgia,Active,13430,CAMPAGNOLO,980 PIEDMONT AVE NE ATLANTA GA 30309-4109
Georgia,Active,62527,CAMPANIA,800 N MAIN ST STE 100 ALPHARETTA GA 30009-2408
Georgia,Inactive,41304,CAMPARI AMERICA,1 BEACH ST FL 300 SAN FRANCISCO CA 94133-1221
Georgia,Inactive,34529,CAMPARI AMERICA,1255 BATTERY ST STE 500 SAN FRANCISCO CA 94111-6234
Georgia,Inactive,69880,CAMPARI AMERICA,1255 BATTERY ST STE 500 SAN FRANCISCO CA 94111-6234
Georgia,Active,16488,ROCK STORE,3403 KINGSTON HWY NE ROME GA 30161-9180
Georgia,Inactive,38211,CAMPERS HAVEN GROCERY,1296 CAMPERS HAVEN RD VIENNA GA 31092-8624
Georgia,Active,63389,CAMPERS HAVEN GROCERY,1296 CAMPERS HAVEN RD VIENNA GA 31092-8624
Georgia,Inactive,52671,CAMRIDGE BAR & GRILL,5121 3RD AVE EASTMAN GA 31023-6205
Georgia,Inactive,61815,"CANA CELLARS, INC.",14437 HUME RD HUNTLY VA 22640-3134
Georgia,Inactive,52537,CANA'S FEAST WINERY LLC,750 W LINCOLN ST CARLTON OR 97111-9474
Georgia,Inactive,61569,"CANA'S FEAST WINERY, LLC",750 W LINCOLN ST CARLTON OR 97111-9474
Georgia,Inactive,58422,CANAPE,115 S MAIN ST BLDG 115 VIDALIA GA 30475
Georgia,Active,63006,CANAPE,115 S MAIN ST BLDG 115 VIDALIA GA 30475
Georgia,Inactive,47606,CANCAPALEO,295 S COLUMBIA AVE RINCON GA 31326-9027
Georgia,Inactive,66006,CANCER COALITION OF SOUTH GEORGIA INC,226 W BROAD AVE ALBANY GA 31701-2567
Georgia,Inactive,60252,CANCER COALITION OF SOUTH GEORGIA INC,106 E MAIN ST PLAINS GA 31780
Georgia,Inactive,68347,CANCER COALITION OF SOUTH GEORGIA INC,101 S FRONT ST ALBANY GA 31701-2801
Georgia,Inactive,65514,CANCER NAVIGATORS,310 W 10TH ST BLDG 310 ROME GA 30165
Georgia,Inactive,58248,CANCER SUPPORT COMMUNITY-ATLANTA INC,339 NELSON ST SW ATLANTA GA 30313-1354
Georgia,Inactive,38641,CANCUN,5805 BUFORD HWY NE STE 7 DORAVILLE GA 30340-2432
Georgia,Active,26585,CANCUN CAFE,10479 ALPHARETTA ST STE 19 ROSWELL GA 30075-3764
Georgia,Inactive,2915,CANCUN CANTINA,2413 PIEDMONT RD NE ATLANTA GA 30324-3321
Georgia,Active,25650,CANCUN I,5500 ABERCORN ST STE 30 SAVANNAH GA 31405-6917
Georgia,Active,32347,CANCUN II,216 JOHNNY MERCER BLVD SAVANNAH GA 31410-2157
Georgia,Inactive,46347,CANCUN MEXICAN RESTAURANT,318 N 3RD AVE CHATSWORTH GA 30705-2538
Georgia,Active,48939,CANCUN MEXICAN RESTAURANT III,103 CANAL ST POOLER GA 31322-4016
Georgia,Active,69534,CANDICE TUCKER,809 N PARRISH AVE ADEL GA 31620-1559
Georgia,Active,64458,CANDLELIGHT LOUNGE,8608 WHITEBLUFF ROAD SAVANNAH GA 31406
Georgia,Inactive,62489,CANDLER FOOD MART,2587 CANDLER RD DECATUR GA 30032-6502
Georgia,Inactive,25229,CANDLER FOOD MART,2587 CANDLER RD DECATUR GA 30032-6502
Georgia,Active,3522,CANDLER PACKAGE SHOP,HWY 46 EAST METTER GA 30439
Georgia,Inactive,1070,CANDLER PACKAGE STORE,1900 CANDLER RD DECATUR GA 30032-4210
Georgia,Inactive,54443,CANDLER PARK FALL FESTIVAL,1500 MCLENDON AVE NE ATLANTA GA 30307-2131
Georgia,Inactive,51030,CANNON WINES LIMITED,350 SANSOME ST STE 800 SAN FRANCISCO CA 94104-1313
Georgia,Active,21233,CANNON WINES LIMITED,350 SANSOME ST STE 800 SAN FRANCISCO CA 94104-1313
Georgia,Inactive,53646,CANNONBALL WINE COMPANY,150 WITHERS AVE MONTERY CA 93940
Georgia,Active,12538,CANOE RESTAURANT,4199 PACES FERRY RD SE STE E ATLANTA GA 30339-5750
Georgia,Inactive,61464,CANOE RIDGE VINEYARDS,1102 W CHERRY ST WALLA WALLA WA 99362-1746
Georgia,Active,54721,BOULEVARD FOOD MART,111 BOULEVARD NE ATLANTA GA 30312-1609
Georgia,Inactive,5901,CANONGATE GOLF CLUB INC,924 SHAW RD SHARPSBURG GA 30277-1617
Georgia,Inactive,47828,CANOOCHEE CATFISH,2652 CANOOCHEE GARFIELD RD TWIN CITY GA 30471-3422
